Product;UPC
WHOLE FOODS MARKET  ORGANIC CASARECCE  MACARONI PRODUCT   ;99482431150
WHOLE FOODS MARKET  ORGANIC CAVATELLI PASTA  MACARONI PRODUCT   ;99482436780
WHOLE FOODS MARKET  ORGANIC CHALLAH BREAD   ;99482137311
WHOLE FOODS MARKET  ORGANIC CHALLAH ROLL   ;99482137281
WHOLE FOODS MARKET  ORGANIC COOKIE CRUMBLE TRUFFLES   ;99482442163
WHOLE FOODS MARKET  ORGANIC DATE & FIG NONFAT GREEK YOGURT   ;99482454937
WHOLE FOODS MARKET  ORGANIC FARFALLE BRONZE CUT PASTA  MACARONI PRODUCT   ;99482431778
WHOLE FOODS MARKET  ORGANIC HARISSA SEAOSONING   ;99482445751
WHOLE FOODS MARKET  ORGANIC IMMUNE REFRESHER JUICE BLEND  CARROT & ORANGE WITH TURMERIC   ;99482462062
WHOLE FOODS MARKET  ORGANIC INDONESIAN SATAY SEASONING   ;99482445768
WHOLE FOODS MARKET  ORGANIC NONFAT GREEK YOGURT  STRAWBERRY & BANANA   ;99482455002
WHOLE FOODS MARKET  ORGANIC ORECCHIETTE REGATE MACARONI   ;99482431167
WHOLE FOODS MARKET  ORGANIC ORGO  MACARONI PRODUCT   ;99482431129
WHOLE FOODS MARKET  ORGANIC PIPE RIGATE PASTA   ;99482431181
WHOLE FOODS MARKET  ORGANIC PITA BREAD   ;99482137199
WHOLE FOODS MARKET  ORGANIC 2% PLAIN ORGANIC LOWFAT YOGURT GREEK YOGURT   ;99482461966
WHOLE FOODS MARKET  ORGANIC RIGATONI   ;99482431198
WHOLE FOODS MARKET  ORGANIC SEED MEDLEY ARTISAN BREAD   ;99482455941
WHOLE FOODS MARKET  ORGANIC SEVEN GRAIN BREAD   ;99482137144
WHOLE FOODS MARKET  ORGANIC STRAWBERRY & BANANA JUICE   ;99482454029
WHOLE FOODS MARKET  ORGANIC VINDALOO CURRY SEASONING   ;99482445843
WHOLE FOODS MARKET  ORGANIC WHITE WHEAT BREAD   ;99482137137
WHOLE FOODS MARKET  ORGANIC WHOLE WHEAT PITA BREAD   ;99482137205
WHOLE FOODS MARKET  ORGANIC ZITI   ;99482431136
WHOLE FOODS MARKET  PASTA  ITALIAN CUISINE   ;99482443146
WHOLE FOODS MARKET  PASTEURIZED PROCESS CHEESE PRODUCT   ;99482460099
WHOLE FOODS MARKET  PINK GRAPE FRUIT ITALIAN SODA   ;99482431600
WHOLE FOODS MARKET  POTATO & PEA SAMOSAS   ;99482442958
WHOLE FOODS MARKET  RED CURRY TOBU RICE & VEGGIES   ;99482454180
WHOLE FOODS MARKET  SAUCE  PEANUT  COCONUT   ;99482453916
WHOLE FOODS MARKET  SAUCE  SWEET & SOUR   ;99482448110
WHOLE FOODS MARKET  SPICED CRANBERRY FRUIT SPREAD   ;99482461294
WHOLE FOODS MARKET  SPINACH KALE DIP   ;99482806095
WHOLE FOODS MARKET  STIR FRY VEGETABLES   ;99482443207
WHOLE FOODS MARKET  TANDOORI CHICKEN SAMOSAS   ;99482442965
WHOLE FOODS MARKET  TANGERINE ITALIAN SODA   ;99482431587
WHOLE FOODS MARKET  THAI CUISINE   ;99482454203
WHOLE FOODS MARKET  TINY TRAPEZE BUTTER COOKIES  HONEY CRISP   ;99482461188
WHOLE FOODS MARKET  TOMATO BASIL   ;99482801656
WHOLE FOODS MARKET  TROPICAL BLEND ITALIAN SODA   ;99482449445
WHOLE FOODS MARKET  TRUFFLED ESPRESSO BEANS   ;99482424565
WHOLE FOODS MARKET  TRUFFLED WALNUTS   ;99482413835
WHOLE FOODS MARKET  VEGETABLE CHILI   ;99482804169
WHOLE FOODS MARKET  VEGETABLE FRIED RICE   ;99482443221
WHOLE FOODS MARKET  VEGETABLE POTSTICKERS   ;99482443078
WHOLE FOODS MARKET  WHITE HOT DOG BUNS   ;99482137298
WHOLE FOODS MARKET  WOOD-FIRED PIZZA   ;99482451127
WHOLE FOODS MARKET  ZERO CALORIE - LEMONADE+VITAMIN C  LEMONADE   ;99482454067
WHOLE KERNEL SWEET CORN   ;99482441593
WHOLE KERNEL SWEET CORN   ;99482464158
WHOLE MILK ORGANIC YOGURT   ;99482446789
WHOLE MILK RICOTTA CHEESE   ;99482463045
WHOLE MILK   ;99482439903
WHOLE MILK   ;99482417833
WHOLE MILK   ;99482415518
WHOLE MILK   ;99482416553
WHOLE PEELED TOMATOES   ;99482401153
WHOLE STRAWBERRIES   ;99482404857
WHOLE STRAWBERRIES   ;99482401269
WHOLE VITAMIN D MILK   ;99482417796
WHOLE VITAMIN D MILK   ;99482430399
WHOLE VITAMIN D MILK   ;99482416591
WHOLE VITAMIN D MILK   ;99482430412
WHOLE VITAMIN D MILK   ;99482430191
WHOLE VITAMIN D MILK   ;99482439873
WHOLE VITAMIN D MILK   ;99482439842
WHOLE VITAMIN D MILK   ;99482434878
WHOLE VITAMIN D MILK   ;99482430184
WHOLE VITAMIN D MILK   ;99482459291
WHOLE WHEAT MACARONI PRODUCT  PENNE RIGATE   ;99482410902
WHOLE WHEAT MINI PANCAKES   ;99482442859
WILD KRATTS  WHOLE GRAIN ANIMAL CRACKER   ;99482461270
WILD RICE   ;99482450656
WILD SALMON   ;99482415990
WILD TUNA IN EXTRA VIRGIN OLIVE OIL   ;99482470692
WOOD-FRIED PIZZA   ;99482442798
